id,doi,title,publication_year,abstract,authors
https://openalex.org/W2073332011,https://doi.org/10.1177/0090591787015004002,II. Democracy Against the Welfare State?: Structural Foundations of Neoconservative Political Opportunities,1987,"Within any modern state, citizens are structurally related to state authority in three basic ways. Citizens collectively the sovereign creators of authority, they potentially threatened by state-organized repression and coercion, dependent upon services provisions organized state. The notion citizenship within liberal-democratic welfare states involves all aspects: conceived as (1) ultimate source collective political will, formation which called participate a variety institutional ways through devices territorial functional representation; also (2) “subjects” against whom this will can be enforced whose civil rights liberties impose, constituting an autonomous sphere “private” social, cultural, economic action, limits state’s authority; finally (3) clients who depend state-provided protection, services, opportunities, goods for securing their material, cultural means survival well-being society.",Claus Offe
https://openalex.org/W2046667519,https://doi.org/10.1016/j.jbusvent.2013.03.003,Toward a theory of transformative entrepreneuring: Poverty reduction and conflict resolution in Rwanda's entrepreneurial coffee sector,2013,"This study illustrates how entrepreneurship may catalyze prosperity as well peace in entrenched poverty�conflict zones. We bring to life a conceptualization of transformative entrepreneuring by assessing interrelationships between poverty and conflict indicators from the perspective rural dwellers Rwanda's entrepreneurial coffee sector. Our findings suggest that individuals' perceptions alleviation reduction are sequentially linked, notably via increased quality life. enables us advance theory on unpacking mechanisms through which processes transform lives such �ordinary� entrepreneurs settings where economic social value creation desperately needed.","Jutta Tobias, Johanna Mair, Celestina Barbosa-Leiker"
https://openalex.org/W2037108997,https://doi.org/10.1080/17448680701775630,The Institutional Shaping of EU–Society Relations: A Contribution to Democracy via Participation?,2007,"ABSTRACT European integration has added an extra dimension to the perceived crisis of contemporary democracy. Many observers argue that allocation decision-making powers beyond nation state bears risk hollowing out institutional mechanisms democratic accountability. In EU governance, Commission emerged as a particularly active and imaginative actor promoting EU–society relations, it done so with explicit desire improve legitimacy EU. However, assumptions concerning societal prerequisites working democracy differ normative theory employed. Therefore, expectations beneficial effect reforms such Commission's new governance strategy, which was launched at beginning century, vary according standards set by different theories on one hand confidence in malleability society other. Our contribution seek...","Beate Kohler-Koch, Barbara Finke"
https://openalex.org/W3046072662,https://doi.org/10.3390/ijerph17155503,Coronavirus-Related Health Literacy: A Cross-Sectional Study in Adults during the COVID-19 Infodemic in Germany,2020,"There is an “infodemic” associated with the COVID-19 pandemic—an overabundance of valid and invalid information. Health literacy ability to access, understand, appraise, apply health information, making it crucial for navigating coronavirus information environments. A cross-sectional representative study participants ≥ 16 years in Germany was conducted using online survey. coronavirus-related measure developed (HLS-COVID-Q22). Internal consistency very high (α = 0.940; ρ 0.891) construct validity suggests a sufficient model fit, HLS-COVID-Q22 feasible tool assessing population surveys. While 49.9% our sample had levels literacy, 50.1% “problematic” (15.2%) or “inadequate” (34.9%) levels. Although overall level high, vast number report difficulties dealing The felt well informed about coronavirus, but 47.8% reported having judging whether they could trust media on COVID-19. Confusion significantly higher among those who lower literacy. This calls targeted public campaigns promotion population-based better navigation environments during infodemic, identification disinformation, decision-making based reliable trustworthy","Orkan Okan, Torsten Michael Bollweg, Eva-Maria Berens, Klaus Hurrelmann, Ullrich Bauer, Doris Schaeffer"
https://openalex.org/W2322424120,https://doi.org/10.1177/0149206316633268,Organizations Driving Positive Social Change,2016,"Academic and practitioner interest in how market-based organizations can drive positive social change (PSC) is steadily growing. This paper helps to recast relate society. It integrates research on projects stimulating PSC—the transformational processes advance societal well-being—that fragmented across different streams of management related disciplines. Focusing the mechanisms at play their affect targets outside organizational boundaries, we (1) clarify nature PSC as a process, (2) develop an integrative framework that specifies two distinct strategies, (3) take stock offer categorization scheme for enabling practices, (4) outline opportunities future research. Our conceptual differentiates between surface- deep-level strategies understood combinations practices. These differ speed transformation experienced by resulting quality (pervasiveness durability), timing, reach impact. findings provide solid base integrating advancing knowledge largely disparate corporate responsibility, entrepreneurship, pyramid open up important new avenues organizing unpacking processes.","Ute Stephan, Malcolm Patterson, Ciara Kelly, Johanna Mair"
https://openalex.org/W2332595079,https://doi.org/10.1111/rego.12082,Command without control: The case of China's environmental target system,2016,"In the existing literature there is general agreement that effectiveness and efficiency of command control instruments versus market-based highly context specific. A country's particular regulatory environment state capacity, as well features given environmental problems, play an important role in ascertaining what “right” set policy for management might be. This article examines how are used enforcement mechanism China's authoritarian state. Based on extensive fieldwork, this paper shows reliance binding targets main domestic instrument China has generated numerous undesirable consequences. While target-based approach to implementation incentivized local officials strictly enforce mandates, shortcomings system. particular, target rigidity, cyclical behaviour, poor data quality, absence independent monitoring agency have adverse effects contribute a yawning gap between goals outcomes. The concludes command–control can be more accurately described “command without control” target-setting central government does not exercise high degree over processes. But suited managing “first-generation” problems addressing issues easily identifiable pollution sources which easy verify.",Genia Kostka
https://openalex.org/W2116913953,https://doi.org/10.1111/j.1475-6765.2010.01934.x,Performance pressure: Patterns of partisanship and the economic vote,2011,"Numerous studies have demonstrated a weakening identification of voters with political parties in Western Europe over the last three decades. We argue that growing proportion weak or no party affinities has strong implications for economic voting systems high clarity government responsibility. When partisan is low, effect performance on election outcomes strong; when partisans proliferate, conditions matter less. Employing Eurobarometer data eight European countries from 1976 to 1992, we demonstrate this inverse association between partisanship and vote. This finding implies objective economy vote but declining increasingly United States. It also explains two puzzles electoral forecasting literatures. First, results aggregate level cross-national may be attributable characteristics electorate, not just responsibility government. Second, over-prediction incumbent share recent U.S. forecasts stem rising partisanship.","Mark Andreas Kayser, Christopher Wlezien"
https://openalex.org/W2158137349,https://doi.org/10.1111/1468-2230.12037,Constitutional Balance in the EU after the Euro-Crisis,2013,"This article analyses how the European Union's response to euro-crisis has altered constitutional balance upon which its stability is based. It argues that and legitimacy of any political system requires structural incorporation individual self-determination. In context EU, this requirement met through idea balance, with ‘substantive’, ‘institutional’ ‘spatial’ dimensions. Analysing reforms EU law institutional structure in wake crisis – such as establishment ESM, growing influence Council creation a stand-alone Fiscal Compact it argued recent are likely have lasting impact on ability mediate conflicting interests all three areas. By undermining dampen long-term project.","Mark Dawson, Floris de Witte"
https://openalex.org/W2510260564,https://doi.org/10.5465/amj.2015.0725,Scaffolding: A Process of Transforming Patterns of Inequality in Small-Scale Societies,2016,"This study advances research on organizational efforts to tackle multidimensional, complex, and interlinked societal challenges. We examine how social inequality manifests in small-scale societies,...","Johanna Mair, Miriam Wolf, Christian Seelos"
https://openalex.org/W2367374756,https://doi.org/10.1057/jibs.2016.19,Strategies of legitimation: MNEs and the adoption of CSR in response to host-country institutions,2016,"Drawing on institutional theory, this study examines the question of how host country institutions affect corporate social responsibility (CSR) adoption by multinational enterprises (MNEs). I propose that CSR encompasses a set practices MNEs draw to signal legitimacy in different kinds contexts – vary they shape issue salience and stakeholder power given field. Building ideas related field opacity managerial implications CSR, why adopt two distinct types policies: standards-based response marked salience, rights-based power. To test these hypotheses, use subsidiary firm-level data from sample 540 Western European labor rights. Results show strategically policies their presence contexts. The offers for manage global operations as form private governance, can emerge both substitute complement regulatory institutions.",Nikolas Rathert
https://openalex.org/W1943127889,https://doi.org/10.1111/j.1468-2478.2011.00692.x,Counting Calories: Democracy and Distribution in the Developing World1,2011,"How does regime type affect the poor? Are certain types of regimes better at translating economic growth into consumption for world’s least privileged citizens? We propose an alternative measure transfers to poor that is nearly universally available and innately captures distribution: average daily calorie consumption. In sharp contrast material goods or accumulation wealth which humans have shown no upper bound on their ability achieve, biological limits make it impossible a small number individuals consume most nation’s calories. Democracies hybrid regimes— combine elements autocracy democracy—are total than autocracies perform strikingly similarly in this regard; democracies outperform both autocracies, however, converting higher quality calories from animal sources. Does democratic governance reduce inequality? deliver benefits Recent years witnessed surge interest relationship between democracy, income inequality, well-being materially well-off. Research area has delivered swath findings associating democracy with lower healthcare, more spending education, even rural electrification. Yet, notable feature research might be its failure reach consistent results identify key mechanisms. Since influential theoretical Meltzer Richard (1981) demonstrated inequality should raise redistribution democracies, much empirical focused paradox redistribution: explaining why predicted meets contradictory data. asserts diminishes (Li Reuveny 2003), first increases then (Chong 2004; Chang 2007), little effect (Timmons 2010) inequality; (Milanovic 2000; Kenworthy 1","Lisa Blaydes, Mark Andreas Kayser"
https://openalex.org/W2301648579,https://doi.org/10.1088/1748-9326/11/3/034022,"2 °C and SDGs: united they stand, divided they fall?",2016,"The adoption of the Sustainable Development Goals (SDGs) and new international climate treaty could put 2015 into history books as a defining year for setting human development on more sustainable pathway. global policy SDG agendas are highly interconnected: way that problem is addressed strongly affects prospects meeting numerous other SDGs vice versa. Drawing existing scenario results from recent energy-economy-climate model inter-comparison project, this letter analyses these synergies (risk) trade-offs alternative 2 °C pathways across indicators relevant energy-related energy objectives. We find limiting availability key mitigation technologies yields some co-benefits decreases risks specific to but greatly increases many others. Fewer substantial locked system weak short-term policies broadly in line with current Intended Nationally Determined Contributions (INDCs), particularly when combined constraints technologies. Lowering demand growth managing creating multiple SD dimensions. argue considerations central choosing socially acceptable pathways: need not dwindle can even be enhanced goals if appropriate choices made. Progress should therefore tracked within unified framework.","Christoph von Stechow, Jan C. Minx, Keywan Riahi, Jessica Jewell, David L. McCollum, Max Callaghan, Christoph Bertram, Gunnar Luderer, Giovanni Baiocchi"
https://openalex.org/W2885787595,https://doi.org/10.1111/1468-0009.12339,Systems Thinking as a Framework for Analyzing Commercial Determinants of Health,2018,"Policy Points:
Worldwide, more than 70% of all deaths are attributable to noncommunicable diseases (NCDs), nearly half which premature and apply individuals working age. Although such largely preventable, effective solutions continue elude the public health community.
One reason is considerable influence “commercial determinants health”: NCDs product a system that includes powerful corporate actors, who often involved in policymaking.
This article shows how complex systems perspective may be used analyze commercial NCDs, it explains this can help with (1) conceptualizing problem (2) developing policy interventions.
Context
The high burden (NCDs) politically salient eminently preventable. However, community. Two pressing issues heighten challenge: first community's narrow approach addressing second involvement actors policymaking. While conceptualized terms individual‐level risk factors, we argue they should reframed as products system. This explores value understanding an emergent property system, focus on actors.

Methods
Drawing Donella Meadows's thinking framework, examines and, specifically, unhealthy commodity industries policy.

Findings
Unhealthy actively design shape NCD intervene at different levels gain agency over politics, legitimize their presence decisions.

Conclusions
It possible principles other issues, not just NCDs. Such tested refined for challenges.","Cécile Knai, Mark Petticrew, Nicholas Mays, Simon Capewell, Rebecca Cassidy, Steven Cummins, Elizabeth Eastmure, Patrick Fafard, Susannah H. Mayhew, Jørgen Dejgård Jensen, Srinivasa Vittal Katikireddi, Modi Mwatsama, Jim Orford, Heide Weishaar"
https://openalex.org/W2551348166,https://doi.org/10.1038/nclimate3169,Urban infrastructure choices structure climate solutions,2016,"Cities are becoming increasingly important in combatting climate change, but their overall role global solution pathways remains unclear. Here we suggest structuring urban solutions along the use of existing and newly built infrastructures, providing estimates mitigation potential.","Felix Creutzig, Peter Agoston, Jan C. Minx, Josep Peñuelas, Yu Liu, Corinne Le Quéré, Glen P. Peters, Ayyoob Sharifi, Yyoshiki Yamagata, Shobhakar Dhakal"
https://openalex.org/W2050076083,https://doi.org/10.1007/s11127-008-9301-2,"Fiscal institutions, fiscal policy and sovereign risk premia in EMU",2008,"We investigate the effect of fiscal institutions such as strength finance minister in budget process and deficits on interest rate spreads Eurozone countries. Deficits significantly increase risk premia measured by relative swap spreads. The is lower under EMU. This partly results from neglecting role institutions. After controlling for institutional changes, policy remains a significant determinant Better are connected with premia. Furthermore matter less countries better Markets acknowledge that reduce difficulties rendering monitoring annual developments important.","Mark Hallerberg, Guntram B. Wolff"
https://openalex.org/W2623308811,https://doi.org/10.1111/jcms.12654,"From Market Integration to Core State Powers: The Eurozone Crisis, the Refugee Crisis and Integration Theory",2018,"The Eurozone crisis and the refugee are showcases of problems associated with EU’s shift from market integration to core state powers. powers responds similar functional demand factors as (interdependence, externalities spill-over) but its supply is more tightly constrained by a high propensity for zero-sum conflict, requirement centralized fiscal, coercive administrative capacities, political salience. We show how these constraints structured initial design EMU Schengen, made them vulnerable crisis, shaped policy options during crises: they horizontal differentiation unattractive, re-regulation ineffective, risk burden sharing unfeasible externalization adjustment non-EU actors necessary default. In conclusion, we explore possible escape routes trap.","Philipp Genschel, Markus Jachtenfuchs"
https://openalex.org/W2346235470,https://doi.org/10.1177/1354068815601787,Contagious Euroscepticism The impact of Eurosceptic support on mainstream party positions on European integration,2017,This article examines whether the support for Eurosceptic challenger parties influences mainstream party position change on European integration in Western Europe. The key finding is that Euroscept...,Maurits J. Meijers
https://openalex.org/W2552196713,https://doi.org/10.1186/s12889-016-3810-6,Health literacy among different age groups in Germany: results of a cross-sectional survey,2016,"Health literacy is of increasing importance in public health research. It a necessary pre-condition for the involvement decisions about and care related to outcomes. Knowledge limited different age groups crucial better target interventions subgroups population. However, little known Germany. The study therefore assesses prevalence associated factors among groups.The Literacy Survey Germany cross-sectional with 2,000 participants aged 15 years or older private households. Perceived was assessed via computer-assisted personal interviews using HLS-EU-Q-47 questionnaire. Descriptive analyses, chi-square tests odds ratios were performed stratified population affected by perceived increases age. Of respondents 15-29 years, 47.3 % had 47.2 those 30-45 whereas 55.2 46-64 66.4 65 showed literacy. In all groups, functional literacy, low social status, high frequency doctor visits.The results suggest need further investigate phases life-course. Particular attention should be devoted persons lower and/or number visits groups.","Eva-Maria Berens, Dominique Vogt, Melanie Messer, Klaus Hurrelmann, Doris Schaeffer"
https://openalex.org/W2347169278,https://doi.org/10.1016/j.enpol.2016.04.003,Which goals are driving the Energiewende? Making sense of the German Energy Transformation,2016,"Abstract In 2010, Germany agreed a plan to increase the share of renewables in power consumption 80% by 2050, and 2011 decision was taken phase-out nuclear 2022. This policy is now widely known as “Energiewende”. While many global observers consider this program be primarily driven need tackle climate change, precise political goals Energiewende are, large, unclear. our study we compiled list 14 put forward debates conducted “mapping” survey among more than 50 experts. We asked them prioritize based on their personal views provide arguments for rankings ensuing interviews. Our main findings are follows: (i) large majority named protection top-level Energiewende; at same time, around all participants also identified additional goals; (ii) when if would make sense even change did not exist, two thirds agreed, which, with first finding, demonstrates that motivations driving complex often assumed. conclude sake effective efficient policies ever rising ambition, public debate clear specification indispensable.","Fabian Joas, Michael Pahle, Christian Flachsland, Amani Joas"
https://openalex.org/W2070276983,https://doi.org/10.1016/j.jce.2010.02.001,The economics of human trafficking and labour migration: Micro-evidence from Eastern Europe,2010,"Human trafficking is a humanitarian problem of global scale, but quantitative research on the issue barely exists. This paper first attempt to analyze economics human and labour migration based micro data, using unique household surveys from Belarus, Bulgaria, Moldova, Romania, Ukraine. We find that individual risks are much higher in regions with large emigration flows. The reasons lower recruitment costs for traffickers areas and, less extent, more negative self-selection into migration. Our results also indicate illegal increases better information, e.g. through awareness campaigns, might be an effective strategy reduce crime. These findings may help policymakers target anti-trafficking efforts.","Toman Omar Mahmoud, Christoph Trebesch"
https://openalex.org/W2126391674,https://doi.org/10.1111/j.1468-0491.2008.00397.x,The Evolution of a Global Labor Governance Regime,2008,"During the last decade, approach by businesses and governments toward labor social issues at global level has fundamentally changed. Industrial relations are rapidly internationalizing developing new actors forms of governance to deal with regulation labor. This article looks evolution self-regulatory standards in debate. Key is that notwithstanding problems lacking legal framework enforceability, patterns local self-regulation, norm-setting, international codes lead not only higher expectations behavior transnationally operating firms but also an indirect pattern regulation. The argues particularly adoption core International Labour Organization (ILO) setup Global Compact UN serve as points convergence. A plethora voluntarist initiatives converge over time a shared understanding part transformation institutions.",Anke Hassel
https://openalex.org/W2893050027,https://doi.org/10.1038/s41558-018-0287-6,Sequencing to ratchet up climate policy stringency,2018,"The Paris Agreement formulates the goal of GHG neutrality in second half this century. Given that Nationally Determined Contributions are as yet insufficient, question is through which policies can be realized? Identifying policy pathways to ratchet up stringency instrumental, but little guidance available. We propose a sequencing framework and substantiate it using cases Germany California. Its core elements options overcome barriers over time. Such advance design hopefully reconcile controversy between first-best second-best approaches. Meeting climate goals requires increasingly ambitious policy. A for ratcheting proposed illustrated California, USA.","Michael Pahle, Dallas Burtraw, Christian Flachsland, Nina Kelsey, Eric Biber, Jonas Meckling, Ottmar Edenhofer, John Zysman"
https://openalex.org/W2142959622,https://doi.org/10.5465/amj.2012.0305,Front-Stage and Backstage Convening: The Transition from Opposition to Mutualistic Coexistence in Organizational Philanthropy,2014,"Actors who support dissimilar institutional models can overcome conflict and move toward mutually beneficial coexistence. To see how, we studied the emergence of venture philanthropy, a rationalized approach to organizational philanthropy in Europe. Our analysis leverages multiple sources data focuses on field-configuring events as settings for interactions. We show how convening—bringing together actors—in different types creates relational spaces negotiation over models, their practices, underlying assumptions. Front-stage interactions public are important making accessible broad audience, whereas backstage protected allow be deconstructed. findings that interplay between front stage enables reframing by refining constituent which neutralizes opposition facilitates joint courses action. results contrast with popular accounts competing logics, advance research role field trajectories, expose collective rationalization giving.","Johanna Mair, Lisa Hehenberger"
https://openalex.org/W2587288404,https://doi.org/10.1088/1748-9326/aa5ee5,Fast growing research on negative emissions,2017,"Generating negative emissions by removing carbon dioxide from the atmosphere is a key requirement for limiting global warming to well below 2 °C, or even 1.5 and therefore achieving long-term climate goals of recent Paris Agreement. Despite being relatively young topic, emission technologies (NETs) have attracted growing attention in change research over last decade. A sizeable body evidence on NETs has accumulated across different fields that today too large diverse be comprehensively tracked individuals. Yet, understanding size, composition thematic structure this literature corpus crucial pre-condition effective scientific assessments as, example, required new special report °C Intergovernmental Panel Climate Change (IPCC). In paper we use scientometric methods topic modelling identify characterize available as recorded Web Science. We find development started later than whole, but proceeds more quickly now. total number about 2900 studies between 1991 2016 with almost 500 publications 2016. The discourse takes place distinct communities around energy systems, forests biochar other soil options. Integrated analysis NET portfolios—though how much are possible at what costs risks—are still their infancy do not feature theme corpus. Overall, our suggests relatively
marginal wider despite its importance policy.","Jan C. Minx, William F. Lamb, Max Callaghan, Lutz Bornmann, Sabine Fuss"
