institution_id,institution_display_name,institution_ror,institution_country_code,institution_type,author_id,author_display_name,author_orcid,id
https://openalex.org/I4210095435,King Abdullah Petroleum Studies and Research Center,https://ror.org/00qd31w11,SA,facility,https://openalex.org/A2710568380,Wolfgang K. Heidug,,https://openalex.org/W2195453830
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A2107801441,Matthias Jonas,https://orcid.org/0000-0003-1269-4145,https://openalex.org/W2195453830
https://openalex.org/I1293035123,Met Office,https://ror.org/01ch2yn61,GB,government,https://openalex.org/A2306793942,Chris Jones,https://orcid.org/0000-0001-8118-2296,https://openalex.org/W2195453830
https://openalex.org/I23923803,University of Exeter,https://ror.org/03yghzc09,GB,education,https://openalex.org/A2004307921,Florian Kraxner,https://orcid.org/0000-0003-3832-6236,https://openalex.org/W2195453830
https://openalex.org/I1118541,University of East Anglia,https://ror.org/026k5mg93,GB,education,https://openalex.org/A3038106151,Emma Littleton,,https://openalex.org/W2195453830
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A3183745290,J. Lowe,,https://openalex.org/W2195453830
, Universidade de São Paulo,,,,https://openalex.org/A2420650862,José Roberto Moreira,,https://openalex.org/W2195453830
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A1893310789,Nebojsa Nakicenovic,,https://openalex.org/W2195453830
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A2422323739,Michael Obersteiner,https://orcid.org/0000-0001-6981-2769,https://openalex.org/W2195453830
https://openalex.org/I66946132,"University of Maryland, College Park",https://ror.org/047s2c258,US,education,https://openalex.org/A1990158193,Anand Patwardhan,https://orcid.org/0000-0002-3646-7978,https://openalex.org/W2195453830
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A2008073187,Mathis Rogner,,https://openalex.org/W2195453830
https://openalex.org/I74973139,Carnegie Mellon University,https://ror.org/05x2bcf33,US,education,https://openalex.org/A2283982508,Edward S. Rubin,https://orcid.org/0000-0003-3374-1553,https://openalex.org/W2195453830
,Global Carbon Project — Tsukuba International Office,,,,https://openalex.org/A1891999140,Ayyoob Sharifi,https://orcid.org/0000-0002-8983-8613,https://openalex.org/W2195453830
,Center for International Climate and Environmental Research - Oslo,,,,https://openalex.org/A2265215439,Asbjørn Torvanger,,https://openalex.org/W2195453830
https://openalex.org/I200202764,National Institute for Environmental Studies,https://ror.org/02hw5fp67,JP,education,https://openalex.org/A2149454497,Yoshiki Yamagata,https://orcid.org/0000-0001-5111-8912,https://openalex.org/W2195453830
https://openalex.org/I142606810,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,facility,https://openalex.org/A2114335660,James A. Edmonds,https://orcid.org/0000-0002-3210-9209,https://openalex.org/W2195453830
https://openalex.org/I4210161052,Korea University,https://ror.org/05m1gnk07,JP,education,https://openalex.org/A2560177812,Cho Yongsung,,https://openalex.org/W2195453830
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1994946164,Claus Offe,,https://openalex.org/W18536190
https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education,https://openalex.org/A2045611114,Alnoor Ebrahim,,https://openalex.org/W2092902022
https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education,https://openalex.org/A2612555596,Julie Battilana,,https://openalex.org/W2092902022
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W2092902022
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2252775646,Christian Joerges,,https://openalex.org/W2041842081
https://openalex.org/I180437899,University of Bremen,https://ror.org/04ers2y35,DE,education,https://openalex.org/A2252775646,Christian Joerges,,https://openalex.org/W2041842081
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W2003457148
https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education,https://openalex.org/A2612555596,Julie Battilana,,https://openalex.org/W2003457148
https://openalex.org/I35961687,University of Antioquia,https://ror.org/03bp5hc83,CO,education,https://openalex.org/A2125999850,Julián Cárdenas,https://orcid.org/0000-0003-0584-5603,https://openalex.org/W2003457148
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W1483436082
https://openalex.org/I62916508,Technical University of Munich,https://ror.org/02kkvpp62,DE,education,https://openalex.org/A2099469588,Judith Mayer,,https://openalex.org/W1483436082
https://openalex.org/I44260953,Heinrich Heine University Düsseldorf,https://ror.org/024z2rq82,DE,education,https://openalex.org/A2135123595,Eva Lutz,https://orcid.org/0000-0003-3925-609X,https://openalex.org/W1483436082
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2257873336,Michael Zürn,https://orcid.org/0000-0003-2243-8380,https://openalex.org/W2125389968
,"University of Oslo, Norway and  the ARENA Centre for European Studies  jeffrey.checkel@stv.uio.no",,,,https://openalex.org/A660228103,Jeffrey T. Checkel,,https://openalex.org/W2125389968
https://openalex.org/I4577782,Technical University of Berlin,https://ror.org/03v4gjf40,DE,education,https://openalex.org/A2622149569,Felix Creutzig,https://orcid.org/0000-0002-5710-3348,https://openalex.org/W2180157113
https://openalex.org/I102335020,Karlsruhe Institute of Technology,https://ror.org/04t3en479,DE,education,https://openalex.org/A2001402390,Patrick Jochem,https://orcid.org/0000-0002-7486-4958,https://openalex.org/W2180157113
https://openalex.org/I1326018075,Netherlands Environmental Assessment Agency,https://ror.org/052x1hs80,NL,facility,https://openalex.org/A2173311253,Oreane Y. Edelenbosch,https://orcid.org/0000-0002-6588-5255,https://openalex.org/W2180157113
https://openalex.org/I4577782,Technical University of Berlin,https://ror.org/03v4gjf40,DE,education,https://openalex.org/A287867084,Linus Mattauch,,https://openalex.org/W2180157113
https://openalex.org/I193662353,Utrecht University,https://ror.org/04pp8hn57,NL,education,https://openalex.org/A2098218527,Detlef P. van Vuuren,https://orcid.org/0000-0003-0398-2831,https://openalex.org/W2180157113
https://openalex.org/I1326018075,Netherlands Environmental Assessment Agency,https://ror.org/052x1hs80,NL,facility,https://openalex.org/A2098218527,Detlef P. van Vuuren,https://orcid.org/0000-0003-0398-2831,https://openalex.org/W2180157113
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A2073944842,David L. McCollum,https://orcid.org/0000-0003-1293-0179,https://openalex.org/W2180157113
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1970203652,Jan C. Minx,https://orcid.org/0000-0002-2862-0178,https://openalex.org/W2180157113
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2132563189,Mark Andreas Kayser,https://orcid.org/0000-0001-6195-405X,https://openalex.org/W2100491433
https://openalex.org/I5388228,University of Rochester,https://ror.org/022kthw22,US,education,https://openalex.org/A1856239016,Michael Peress,https://orcid.org/0000-0002-6732-0733,https://openalex.org/W2100491433
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1046199951,Mark Hallerberg,https://orcid.org/0000-0002-4617-9929,https://openalex.org/W1507783765
https://openalex.org/I153515283,European Central Bank,https://ror.org/00ajckn66,DE,government,https://openalex.org/A2050034866,Rolf Strauch,,https://openalex.org/W1507783765
https://openalex.org/I135140700,University of Bonn,https://ror.org/041nas322,DE,education,https://openalex.org/A2247811941,Jürgen von Hagen,,https://openalex.org/W1507783765
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2144851515,Björn Niehaves,https://orcid.org/0000-0002-2682-6009,https://openalex.org/W2128102743
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2089854595,Ralf Plattfaut,https://orcid.org/0000-0002-1442-4758,https://openalex.org/W2128102743
https://openalex.org/I53663418,European Research Center for Information Systems,,DE,,https://openalex.org/A2089854595,Ralf Plattfaut,https://orcid.org/0000-0002-1442-4758,https://openalex.org/W2128102743
https://openalex.org/I1282776028,German Institute for Economic Research,https://ror.org/0050vmv35,DE,nonprofit,https://openalex.org/A2308204957,Thure Traber,,https://openalex.org/W3124229805
https://openalex.org/I1282776028,German Institute for Economic Research,https://ror.org/0050vmv35,DE,nonprofit,https://openalex.org/A70808343,Claudia Kemfert,https://orcid.org/0000-0002-6742-0478,https://openalex.org/W3124229805
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A70808343,Claudia Kemfert,https://orcid.org/0000-0002-6742-0478,https://openalex.org/W3124229805
https://openalex.org/I30685716,European Institute,,US,,https://openalex.org/A2028465402,Anke Hassel,,https://openalex.org/W2167213971
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2028465402,Anke Hassel,,https://openalex.org/W2167213971
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W2617642170
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A375576132,Georg Reischauer,https://orcid.org/0000-0001-7041-6106,https://openalex.org/W2617642170
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1994946164,Claus Offe,,https://openalex.org/W2154848439
https://openalex.org/I180519160,Copenhagen Business School,https://ror.org/04sppb023,DK,education,https://openalex.org/A2136014822,Renate E. Meyer,,https://openalex.org/W2020169844
,Isabell Egger‐Peitler is at WU Vienna Austria,,,,https://openalex.org/A1234552322,Isabell Egger-Peitler,,https://openalex.org/W2020169844
https://openalex.org/I2802355861,Australian Institute of Business,https://ror.org/01wf5jq34,AU,education,https://openalex.org/A269400926,Markus A. Höllerer,https://orcid.org/0000-0003-2509-2696,https://openalex.org/W2020169844
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A310283743,Gerhard Hammerschmid,https://orcid.org/0000-0003-1321-9223,https://openalex.org/W2020169844
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1994946164,Claus Offe,,https://openalex.org/W2073332011
https://openalex.org/I82284825,Cranfield University,https://ror.org/05cncd958,GB,education,https://openalex.org/A2112830145,Jutta Tobias,,https://openalex.org/W2046667519
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W2046667519
https://openalex.org/I170632171,Washington State University Spokane,https://ror.org/04vfs5h36,US,education,https://openalex.org/A2274868760,Celestina Barbosa-Leiker,https://orcid.org/0000-0002-5576-4150,https://openalex.org/W2046667519
https://openalex.org/I177802217,University of Mannheim,https://ror.org/031bsb921,DE,education,https://openalex.org/A65272103,Beate Kohler-Koch,,https://openalex.org/W2037108997
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2124642125,Barbara Finke,,https://openalex.org/W2037108997
https://openalex.org/I20121455,Bielefeld University,https://ror.org/02hpadn98,DE,education,https://openalex.org/A2181648569,Orkan Okan,https://orcid.org/0000-0003-1714-4783,https://openalex.org/W3046072662
https://openalex.org/I20121455,Bielefeld University,https://ror.org/02hpadn98,DE,education,https://openalex.org/A2520281160,Torsten Michael Bollweg,https://orcid.org/0000-0002-0147-6890,https://openalex.org/W3046072662
https://openalex.org/I20121455,Bielefeld University,https://ror.org/02hpadn98,DE,education,https://openalex.org/A2132021712,Eva-Maria Berens,https://orcid.org/0000-0001-9181-2706,https://openalex.org/W3046072662
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2224709071,Klaus Hurrelmann,https://orcid.org/0000-0001-5616-7983,https://openalex.org/W3046072662
https://openalex.org/I20121455,Bielefeld University,https://ror.org/02hpadn98,DE,education,https://openalex.org/A2081550355,Ullrich Bauer,,https://openalex.org/W3046072662
https://openalex.org/I20121455,Bielefeld University,https://ror.org/02hpadn98,DE,education,https://openalex.org/A2157670281,Doris Schaeffer,,https://openalex.org/W3046072662
https://openalex.org/I169199633,Aston University,https://ror.org/05j0ve876,GB,education,https://openalex.org/A2290157094,Ute Stephan,https://orcid.org/0000-0003-4514-6057,https://openalex.org/W2322424120
https://openalex.org/I91136226,University of Sheffield,https://ror.org/05krs5044,GB,education,https://openalex.org/A2107257226,Malcolm Patterson,https://orcid.org/0000-0003-0984-3744,https://openalex.org/W2322424120
https://openalex.org/I143804889,Loughborough University,https://ror.org/04vg4w365,GB,education,https://openalex.org/A2164454171,Ciara Kelly,https://orcid.org/0000-0001-9648-0720,https://openalex.org/W2322424120
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W2322424120
https://openalex.org/I97018004,Stanford University,https://ror.org/00f54p054,US,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W2322424120
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1993950304,Genia Kostka,https://orcid.org/0000-0002-3696-9513,https://openalex.org/W2332595079
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2132563189,Mark Andreas Kayser,https://orcid.org/0000-0001-6195-405X,https://openalex.org/W2116913953
https://openalex.org/I84392919,Temple University,https://ror.org/00kx1jb78,US,education,https://openalex.org/A687106985,Christopher Wlezien,https://orcid.org/0000-0002-0719-697X,https://openalex.org/W2116913953
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2195430203,Mark Dawson,https://orcid.org/0000-0003-0000-7977,https://openalex.org/W2158137349
https://openalex.org/I909854389,London School of Economics and Political Science,https://ror.org/0090zs177,GB,education,https://openalex.org/A2136854163,Floris de Witte,,https://openalex.org/W2158137349
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2149311860,Johanna Mair,https://orcid.org/0000-0001-5999-9232,https://openalex.org/W2510260564
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A3187549040,Miriam Wolf,,https://openalex.org/W2510260564
,2Katholieke Universiteit Leuven,,,,https://openalex.org/A2780221568,Christian Seelos,,https://openalex.org/W2510260564
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2913262379,Nikolas Rathert,https://orcid.org/0000-0001-7948-1924,https://openalex.org/W2367374756
https://openalex.org/I97018004,Stanford University,https://ror.org/00f54p054,US,education,https://openalex.org/A1220591358,Lisa Blaydes,https://orcid.org/0000-0002-3422-071X,https://openalex.org/W1943127889
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2132563189,Mark Andreas Kayser,https://orcid.org/0000-0001-6195-405X,https://openalex.org/W1943127889
https://openalex.org/I4577782,Technical University of Berlin,https://ror.org/03v4gjf40,DE,education,https://openalex.org/A3147694889,Christoph von Stechow,,https://openalex.org/W2301648579
https://openalex.org/I60200437,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,DE,facility,https://openalex.org/A3147694889,Christoph von Stechow,,https://openalex.org/W2301648579
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1970203652,Jan C. Minx,https://orcid.org/0000-0002-2862-0178,https://openalex.org/W2301648579
https://openalex.org/I60200437,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,DE,facility,https://openalex.org/A1970203652,Jan C. Minx,https://orcid.org/0000-0002-2862-0178,https://openalex.org/W2301648579
https://openalex.org/I4092182,Graz University of Technology,https://ror.org/00d7xrm67,AT,education,https://openalex.org/A2025631026,Keywan Riahi,https://orcid.org/0000-0001-7193-3498,https://openalex.org/W2301648579
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A2025631026,Keywan Riahi,https://orcid.org/0000-0001-7193-3498,https://openalex.org/W2301648579
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A2114389142,Jessica Jewell,https://orcid.org/0000-0003-2846-9081,https://openalex.org/W2301648579
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,https://openalex.org/A2073944842,David L. McCollum,https://orcid.org/0000-0003-1293-0179,https://openalex.org/W2301648579
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2526731649,Max Callaghan,https://orcid.org/0000-0001-8292-8758,https://openalex.org/W2301648579
https://openalex.org/I60200437,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,DE,facility,https://openalex.org/A1891565692,Christoph Bertram,https://orcid.org/0000-0002-0933-4395,https://openalex.org/W2301648579
https://openalex.org/I60200437,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,DE,facility,https://openalex.org/A2138854668,Gunnar Luderer,https://orcid.org/0000-0002-9057-6155,https://openalex.org/W2301648579
https://openalex.org/I66946132,"University of Maryland, College Park",https://ror.org/047s2c258,US,education,https://openalex.org/A1985185318,Giovanni Baiocchi,https://orcid.org/0000-0002-0319-7561,https://openalex.org/W2301648579
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,https://openalex.org/A1552804619,Cécile Knai,https://orcid.org/0000-0001-6663-7379,https://openalex.org/W2885787595
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,https://openalex.org/A2334192358,Mark Petticrew,https://orcid.org/0000-0002-6378-5517,https://openalex.org/W2885787595
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,https://openalex.org/A2068084433,Nicholas Mays,https://orcid.org/0000-0001-9808-8466,https://openalex.org/W2885787595
https://openalex.org/I146655781,University of Liverpool,https://ror.org/04xs57h96,GB,education,https://openalex.org/A2123690654,Simon Capewell,https://orcid.org/0000-0003-3960-8999,https://openalex.org/W2885787595
https://openalex.org/I55521800,Goldsmiths University of London,https://ror.org/01khx4a30,GB,education,https://openalex.org/A2094510720,Rebecca Cassidy,https://orcid.org/0000-0002-5420-0310,https://openalex.org/W2885787595
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,https://openalex.org/A2078943680,Steven Cummins,https://orcid.org/0000-0002-3957-4357,https://openalex.org/W2885787595
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,https://openalex.org/A1716676115,Elizabeth Eastmure,https://orcid.org/0000-0001-6796-3707,https://openalex.org/W2885787595
https://openalex.org/I153718931,University of Ottawa,https://ror.org/03c4mmv16,CA,education,https://openalex.org/A1760021638,Patrick Fafard,https://orcid.org/0000-0001-6234-3699,https://openalex.org/W2885787595
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,https://openalex.org/A2020231961,Susannah H. Mayhew,https://orcid.org/0000-0002-2433-3809,https://openalex.org/W2885787595
https://openalex.org/I124055696,University of Copenhagen,https://ror.org/035b05819,DK,education,https://openalex.org/A2500196811,Jørgen Dejgård Jensen,https://orcid.org/0000-0002-0141-7225,https://openalex.org/W2885787595
https://openalex.org/I7882870,University of Glasgow,https://ror.org/00vtgdb53,GB,education,https://openalex.org/A2146891038,Srinivasa Vittal Katikireddi,https://orcid.org/0000-0001-6593-9092,https://openalex.org/W2885787595
https://openalex.org/I111509035,UK Health Forum,https://ror.org/03m2a9c60,GB,other,https://openalex.org/A2079725901,Modi Mwatsama,,https://openalex.org/W2885787595
https://openalex.org/I79619799,University of Birmingham,https://ror.org/03angcq70,GB,education,https://openalex.org/A1945802568,Jim Orford,https://orcid.org/0000-0001-8316-4841,https://openalex.org/W2885787595
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A2947148465,Heide Weishaar,,https://openalex.org/W2885787595
https://openalex.org/I4577782,Technical University of Berlin,https://ror.org/03v4gjf40,DE,education,https://openalex.org/A2622149569,Felix Creutzig,https://orcid.org/0000-0002-5710-3348,https://openalex.org/W2551348166
https://openalex.org/I4210086490,Mercator Research Institute on Global Commons and Climate Change,https://ror.org/002jq3415,DE,other,https://openalex.org/A2618151976,Peter Agoston,,https://openalex.org/W2551348166
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,https://openalex.org/A1970203652,Jan C. Minx,https://orcid.org/0000-0002-2862-0178,https://openalex.org/W2551348166
https://openalex.org/I1292875679,Commonwealth Scientific and Industrial Research Organisation,https://ror.org/03qn8fb07,AU,government,https://openalex.org/A2009154980,Josep Peñuelas,https://orcid.org/0000-0002-7215-0150,https://openalex.org/W2551348166
,"Center for International Climate and Environmental Research , Oslo , Norway",,,,https://openalex.org/A2716735648,Yu Liu,https://orcid.org/0000-0001-5514-0199,https://openalex.org/W2551348166
https://openalex.org/I4210143632,Tyndall Centre,https://ror.org/040tfy969,GB,other,https://openalex.org/A693386654,Corinne Le Quéré,https://orcid.org/0000-0003-2319-0452,https://openalex.org/W2551348166
,"Center for International Climate and Environmental Research , Oslo , Norway",,,,https://openalex.org/A2099547851,Glen P. Peters,https://orcid.org/0000-0001-7889-8568,https://openalex.org/W2551348166
https://openalex.org/I200202764,National Institute for Environmental Studies,https://ror.org/02hw5fp67,JP,education,https://openalex.org/A1891999140,Ayyoob Sharifi,https://orcid.org/0000-0002-8983-8613,https://openalex.org/W2551348166
https://openalex.org/I200202764,National Institute for Environmental Studies,https://ror.org/02hw5fp67,JP,education,https://openalex.org/A2787801935,Yyoshiki Yamagata,,https://openalex.org/W2551348166
